id,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
8945200830,990,0,1966,0,98023,47.3066,-122.371,1228,8840
4178300310,2290,0,1981,0,98007,47.6194,-122.151,2680,13685
9215400105,1250,0,1953,0,98115,47.6796,-122.301,970,5100
822039084,2165,588,1953,0,98070,47.4041,-122.451,2680,72513
5245600105,1190,0,1955,0,98148,47.4258,-122.322,1190,9364
7231300125,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133
7518505990,1000,410,1950,0,98117,47.6808,-122.384,1410,4080
3626039271,990,990,1981,0,98117,47.6989,-122.369,1480,6738
4217401195,2130,600,1927,0,98105,47.6571,-122.281,2730,6000
9822700295,2830,0,1995,0,98105,47.6597,-122.29,1950,5000
9478500640,2250,0,2008,0,98042,47.3663,-122.114,2250,4500
2799800710,2420,0,2003,0,98042,47.3663,-122.122,2690,4750
7922800400,3250,0,1968,0,98008,47.588,-122.116,2960,11044
8079040320,1850,0,1991,0,98059,47.5059,-122.149,2270,8542
1516000055,1590,560,1959,0,98166,47.4336,-122.339,2570,18900
9558200045,1260,0,1954,0,98148,47.4366,-122.335,1290,8750
5072410070,2519,0,1973,0,98166,47.4428,-122.344,2500,9500
9528102996,1540,0,2014,0,98115,47.6765,-122.32,1580,3090
1189001180,1110,550,1979,0,98122,47.6113,-122.297,1440,4080
3253500160,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000
3394100030,2720,0,1989,0,98004,47.5815,-122.192,2750,11049
3717000160,2240,0,2005,0,98001,47.3378,-122.257,2221,4557
1274500060,1000,0,1968,0,98042,47.3621,-122.11,1010,12635
1802000060,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158
1525059190,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917
1049000060,1260,0,1972,0,98034,47.7362,-122.179,1640,4745
8820901275,2250,500,1916,0,98125,47.7168,-122.287,1510,7807
5416510140,2380,0,2005,0,98038,47.3608,-122.036,2420,5000
3444100400,1090,700,1965,0,98042,47.3511,-122.073,1940,50529
3276920270,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020
4036801170,880,880,1956,0,98008,47.6034,-122.125,1680,7500
2391600320,1040,0,1941,0,98116,47.5636,-122.394,890,5060
6300000287,910,500,1956,0,98133,47.7073,-122.34,1130,5693
1531000030,3450,0,2002,0,98010,47.342,-122.025,3350,39750
5104520400,2350,0,2003,0,98038,47.3512,-122.008,2350,5363
7437100340,1900,0,1992,0,98038,47.349,-122.031,1870,6405
9418400240,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720
1523059105,1680,0,1964,0,98059,47.4811,-122.149,1850,8797
1133000671,960,0,1952,0,98125,47.7264,-122.31,1570,7203
4232902595,1900,240,1925,0,98119,47.6337,-122.365,2020,4800
2599001200,2660,0,1961,0,98092,47.2909,-122.189,1590,8165
3342103156,1980,790,2006,0,98056,47.5228,-122.199,1900,7349
1332700270,1610,0,1979,0,98056,47.518,-122.194,1950,2025
3869900162,765,265,2006,0,98136,47.5394,-122.387,1030,1106
2791500270,1980,0,1988,0,98023,47.2897,-122.372,1980,7510
5036300431,3520,0,2001,0,98199,47.6506,-122.391,2520,6250
4168000060,1200,0,1962,0,98023,47.322,-122.351,1350,10500
6021501535,1290,290,1939,0,98117,47.687,-122.386,1570,4500
6021501535,1290,290,1939,0,98117,47.687,-122.386,1570,4500
1483300570,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045
3422049190,1960,0,1967,0,98032,47.3576,-122.277,1750,15616
1099611230,1160,0,1975,0,98023,47.3036,-122.378,1160,6400
722079104,1210,600,1980,0,98038,47.4109,-121.958,1650,135036
7338200240,2320,0,1992,0,98045,47.4838,-121.714,2550,35065
1952200240,1270,800,1910,0,98102,47.6415,-122.315,2200,4500
5200100125,1440,540,1929,0,98117,47.6775,-122.372,1610,3478
7214720075,2190,0,1983,0,98077,47.7731,-122.08,2570,47777
2450000295,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113
6197800045,1210,0,1954,0,98058,47.4375,-122.184,1640,14910
1328310370,1460,880,1978,0,98058,47.4431,-122.133,2250,8162
546000875,1170,500,1939,0,98117,47.6878,-122.38,1240,4005
3530510041,1240,0,1985,0,98198,47.3813,-122.322,1270,4966
1853000400,3140,0,1991,0,98077,47.7304,-122.082,2990,35001
3134100116,2030,0,1942,0,98052,47.6417,-122.109,2500,9433
9545230140,2310,0,1984,0,98027,47.5386,-122.053,1940,9636
3362400511,700,560,1905,0,98103,47.6823,-122.349,1380,3536
2525310310,1160,380,1980,0,98038,47.3624,-122.031,1540,11656
6126500060,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500
8961960160,2520,710,2001,0,98001,47.3183,-122.253,2640,8517
3626039325,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350
3362400431,1590,0,2010,0,98103,47.6824,-122.347,1620,3166
4060000240,880,0,1945,0,98178,47.5009,-122.248,1190,6780
3454800060,1570,0,1950,0,98168,47.4965,-122.303,1880,9000
1695900060,1610,0,1925,0,98144,47.587,-122.294,1610,4040
7278700070,1560,840,1964,0,98177,47.7728,-122.386,2340,10856
6675500070,1450,0,1987,0,98034,47.7288,-122.226,1580,9104
3626039187,770,0,1953,0,98117,47.6999,-122.364,1710,6000
3524049083,1720,380,1924,0,98118,47.5299,-122.266,1850,4400
3275860240,2910,0,1990,0,98052,47.6897,-122.098,2700,13992
4389200955,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275
4058801670,1620,480,1967,0,98178,47.5091,-122.244,2660,8712
8732020310,1360,800,1978,0,98023,47.3129,-122.39,2090,8400
2331300505,1720,600,1926,0,98103,47.6763,-122.352,1700,4960
7853210060,2070,0,2004,0,98065,47.5319,-121.85,1970,3748
3668000070,1060,0,1986,0,98092,47.2761,-122.152,1420,7680
9545240070,1440,570,1986,0,98027,47.5343,-122.054,2060,9793
1243100136,2460,1490,1989,0,98052,47.697,-122.072,2480,88500
8929000270,1390,620,2014,0,98029,47.5517,-121.998,1690,1662
2767602356,2140,0,2005,0,98107,47.6734,-122.38,1540,2285
921049315,1320,0,1956,0,98003,47.3257,-122.296,1550,19265
3655000070,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140
4027700812,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436
3992700335,1190,0,1981,0,98125,47.7135,-122.287,1060,5715
2767603505,1170,0,2014,0,98107,47.6722,-122.381,1350,1310
4232901525,1110,0,1925,0,98119,47.6338,-122.358,1170,3600
1777500060,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375
1432900240,1010,600,1962,0,98058,47.4563,-122.171,1610,8579
6140100875,940,120,1923,0,98133,47.7144,-122.351,1560,7940
6071600370,1380,650,1961,0,98006,47.5495,-122.174,2230,8824
1526069017,3670,0,1994,0,98077,47.7421,-122.026,2840,87991
809001525,2370,180,1905,0,98109,47.6354,-122.353,2200,4000
3224079105,2420,0,2007,0,98027,47.5262,-121.943,1940,193842
8075400570,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000
1994200024,980,450,1947,0,98103,47.6873,-122.336,1450,4599
3362900810,1360,0,1990,0,98103,47.6838,-122.353,1500,3090
1324300398,1110,0,1947,0,98107,47.655,-122.359,1420,5000
537000445,1250,0,1954,0,98003,47.3255,-122.304,1680,8633
7855801670,3540,1640,2006,0,98006,47.562,-122.162,3160,9750
7920100045,700,0,1942,0,98115,47.679,-122.3,1010,5100
8960000030,1180,0,1967,0,98058,47.4479,-122.176,1190,7669
6388930390,2500,1460,1996,0,98056,47.525,-122.172,2640,13675
8731900200,1620,1020,1967,0,98023,47.3135,-122.369,1980,7875
8029200135,1270,0,1916,2013,98022,47.2086,-121.996,1160,7198
1081200350,1760,0,1968,0,98059,47.4715,-122.118,1730,11180
84000105,1030,1030,1962,0,98146,47.4877,-122.335,1010,11680
3756500060,1780,0,1962,0,98034,47.7171,-122.193,1200,9660
7215720160,3400,0,2000,0,98075,47.6012,-122.023,3400,12601
3574800520,1160,750,1979,0,98034,47.7319,-122.224,1710,8152
2617300160,1010,1010,1975,0,98027,47.4582,-122.023,2110,36590
2558660270,1180,400,1976,0,98034,47.7209,-122.168,1640,7500
2009000370,700,640,1949,0,98198,47.408,-122.327,1830,9750
1836980160,2680,0,1999,0,98006,47.565,-122.125,2920,4500
3261020370,1610,1070,1979,0,98034,47.7028,-122.231,2480,8750
1755700060,1370,0,1964,0,98133,47.7458,-122.331,1770,7288
4330600435,1560,0,1954,0,98166,47.4776,-122.337,1070,7920
9542800700,1670,490,1978,0,98023,47.3026,-122.374,1930,7350
1999700045,1340,0,1955,0,98133,47.7658,-122.339,1480,7940
1762600070,2570,1310,1984,0,98033,47.6477,-122.182,3740,35230
1687900520,2590,0,1980,0,98006,47.5619,-122.125,2260,8335
7234600798,820,300,2008,0,98122,47.6106,-122.31,1590,1795
3881900445,1320,650,1986,0,98144,47.5868,-122.308,1280,2150
2254502445,1220,0,1901,0,98122,47.6101,-122.307,1200,4800
5437810320,1320,630,1975,0,98022,47.1976,-121.999,1950,8941
9158100075,1060,290,1949,0,98177,47.7224,-122.358,1540,8280
3830630310,1670,0,1988,0,98030,47.3505,-122.179,1670,6183
8123100045,1680,700,1925,0,98126,47.5384,-122.376,1410,5375
3127200041,2440,0,1961,0,98034,47.7044,-122.2,2290,9600
6661200320,1050,0,1996,0,98038,47.3848,-122.039,1050,3417
11510310,2140,990,1993,0,98052,47.6993,-122.102,2260,9984
825059270,2090,2000,1986,0,98033,47.6627,-122.188,2540,10270
8731951370,1100,390,1969,0,98023,47.3099,-122.379,2190,8910
1954440060,1900,0,1987,0,98074,47.62,-122.043,2030,8744
2264500350,1330,0,1901,0,98103,47.65,-122.34,1330,4400
1115810060,1430,800,1975,0,98052,47.6647,-122.153,2230,9340
9477200200,1220,430,1977,0,98034,47.726,-122.191,1540,8400
1432600560,1190,0,1959,0,98058,47.4616,-122.184,1230,7980
2287000060,2140,0,1959,0,98040,47.5505,-122.219,2680,10083
3663500060,1420,760,1962,0,98133,47.7606,-122.336,1900,7818
3996900125,1060,0,1948,0,98155,47.7481,-122.3,1570,10228
7796450200,1690,0,2003,0,98023,47.2779,-122.347,2550,5001
7549802535,1130,840,1920,0,98108,47.5511,-122.312,1500,6480
3278600320,2150,0,2007,0,98126,47.5488,-122.372,1750,2385
2824079053,1910,0,1997,0,98024,47.5385,-121.911,2330,67268
1222069094,1350,0,1969,0,98038,47.4058,-121.994,1560,50965
3542300060,860,0,1943,0,98056,47.5093,-122.184,1300,9514
2222059065,1940,0,1994,0,98042,47.3777,-122.165,2030,10450
7551300060,1010,0,1952,0,98107,47.675,-122.394,1680,5000
100600550,900,400,1976,0,98023,47.3025,-122.37,1430,7500
3211100860,910,0,1962,0,98059,47.4787,-122.158,1400,8040
3456000310,1630,850,1966,0,98040,47.5378,-122.219,2770,10744
9526600140,2440,0,2010,0,98052,47.7073,-122.114,2750,4587
7465900060,1010,0,1915,0,98116,47.5733,-122.381,1290,5000
1222000055,900,0,1941,0,98166,47.4604,-122.339,1250,14280
6300000550,1600,700,1920,1994,98133,47.7067,-122.343,1560,1312
2310030510,1550,0,1993,0,98038,47.354,-122.047,1630,6397
1025049114,1060,210,2014,0,98105,47.6647,-122.284,1160,1327
8677300550,2240,0,1983,0,98074,47.6143,-122.017,2520,12368
4014400292,2714,0,2005,0,98001,47.3185,-122.275,2590,18386
1102000196,1720,0,1978,0,98118,47.5458,-122.268,2130,8700
257000138,850,0,1923,0,98168,47.4889,-122.299,1100,14459
46100204,1870,1430,1957,1991,98040,47.5673,-122.21,3836,20953
1909600046,2250,0,2000,0,98146,47.5133,-122.379,1320,5390
1250202145,1950,1950,1947,0,98144,47.5884,-122.291,2580,5184
7611200125,1320,0,1947,0,98177,47.7145,-122.367,2120,12040
5611500140,2760,0,1999,0,98075,47.5836,-122.026,3070,8127
7138000260,1350,400,1961,0,98198,47.398,-122.299,1900,10125
626059335,2330,0,1987,0,98011,47.7663,-122.215,1910,10055
1922059282,1780,440,1966,0,98030,47.3758,-122.217,2080,9583
705700390,2020,0,1994,0,98038,47.3828,-122.023,2020,8031
7454001200,1250,0,1942,0,98146,47.5123,-122.373,1280,7392
8682281200,1510,0,2005,0,98053,47.7076,-122.013,1640,6009
7972000200,1120,600,1978,0,98023,47.2922,-122.371,1510,9753
722059070,980,450,1961,0,98031,47.4075,-122.214,1960,13068
7202340400,1480,0,2004,0,98053,47.6794,-122.034,2250,4729
8096000060,1230,220,1915,1978,98166,47.4497,-122.375,2030,13193
2424000060,2280,0,1960,0,98059,47.5218,-122.164,2280,15347
9264902050,1780,1160,1978,0,98023,47.3103,-122.339,2120,8236
943100260,1000,0,1961,0,98024,47.5687,-121.899,1150,13702
3677400445,1620,860,1947,0,98108,47.5575,-122.303,2090,4800
1762600320,3760,0,1983,0,98033,47.6489,-122.183,3430,35096
4058000060,1640,580,1976,0,98010,47.3459,-121.95,2070,80100
7228500560,1670,300,1904,2005,98122,47.6136,-122.303,1510,4740
326069104,3530,300,1993,0,98077,47.7641,-122.023,2920,148539
5152100060,2350,2060,1965,0,98003,47.3376,-122.324,2600,13988
3584000310,1430,0,1968,0,98003,47.3173,-122.319,1190,8640
8150100045,830,0,1940,0,98126,47.5308,-122.376,830,4960
1868901275,1430,0,1925,0,98115,47.6727,-122.299,1450,3750
6131600075,1300,0,1954,0,98002,47.3221,-122.216,1260,8316
9468200125,790,240,1918,0,98103,47.6779,-122.353,1390,3060
8029510030,2740,0,1990,0,98023,47.3076,-122.395,2570,10377
2025069065,1830,1820,2000,0,98074,47.6338,-122.072,3120,18841
7899800890,720,0,1954,0,98106,47.5218,-122.357,1150,2566
3021059276,2010,0,1976,0,98002,47.2785,-122.213,2010,7650
3797001895,770,790,1918,0,98103,47.6846,-122.345,1390,3000
3832710960,1240,570,1978,0,98032,47.3656,-122.278,1750,7209
1310430400,3360,0,2001,0,98058,47.4369,-122.111,3060,6567
1422300030,1510,0,1991,0,98045,47.4616,-121.711,1730,36224
1105000588,800,600,1953,0,98118,47.5405,-122.27,1620,6331
3830630060,1730,0,1987,0,98030,47.3507,-122.178,1630,6458
5101404898,1420,0,1928,0,98115,47.6979,-122.32,1420,6816
7972601890,1180,1180,1955,0,98106,47.5278,-122.345,1910,7620
5127001620,1200,380,1974,0,98059,47.4756,-122.147,1550,10650
9407100800,1230,0,1979,0,98045,47.4437,-121.772,1380,10098
1873100060,2460,0,2006,0,98052,47.7048,-122.109,2990,5659
8722101360,1460,200,1911,0,98112,47.6362,-122.302,1660,4400
8644000060,1270,0,1960,0,98198,47.4207,-122.29,1600,8470
3325069129,1320,780,1979,0,98074,47.6154,-122.047,2380,33450
1400300055,770,0,1930,0,98144,47.5964,-122.299,1330,2580
2123039032,760,0,1936,0,98070,47.4683,-122.438,1230,14267
8078560140,1700,0,1988,0,98031,47.4045,-122.171,1950,7475
3438500192,1120,0,1954,0,98106,47.5544,-122.358,1130,6350
7974200510,1070,0,1937,0,98115,47.6802,-122.29,1320,4465
2557000400,1420,650,1979,0,98023,47.2988,-122.371,2070,8250
7960900060,4750,300,1982,2008,98004,47.6312,-122.223,3890,20060
4054500390,5310,0,1989,0,98077,47.7285,-122.042,4180,47443
6378500125,1040,0,1939,0,98133,47.7107,-122.352,1440,7530
1745100140,1700,0,1967,0,98003,47.3271,-122.323,1350,8164
2976800796,1300,0,1961,0,98178,47.5053,-122.255,1320,7619
4235400186,580,500,1954,2003,98199,47.6601,-122.4,1440,2225
4215100060,2653,0,2006,0,98031,47.4145,-122.166,2653,4927
9189700045,2290,0,1960,0,98058,47.4672,-122.165,1660,10530
1126049053,2850,970,2014,0,98028,47.7618,-122.261,1860,12136
2022069200,2210,0,1997,0,98038,47.3828,-122.071,2670,49385
9412900055,1240,1150,1908,0,98118,47.5362,-122.268,2020,6000
1722059235,1610,990,1969,0,98031,47.3954,-122.206,1720,11088
6874200960,860,0,1931,0,98178,47.5048,-122.272,1650,8775
7424700045,2630,1200,1905,1994,98122,47.6166,-122.287,3050,7556
7202360350,3500,0,2005,0,98053,47.6811,-122.025,3920,7864
5634500392,1740,680,1988,0,98028,47.7486,-122.23,2570,13300
1509500060,2720,0,1992,0,98030,47.3846,-122.169,2410,8100
7214810350,1850,650,1979,0,98072,47.7564,-122.144,2300,9750
6647200060,1140,530,1980,0,98034,47.7198,-122.193,1670,7320
9552700140,1450,1450,1985,0,98006,47.5461,-122.151,2310,10300
2200500350,1140,500,1954,0,98006,47.5712,-122.143,1520,13527
6113400046,1890,0,1968,0,98166,47.4281,-122.343,2410,15256
6619910140,1780,1170,1975,0,98034,47.7128,-122.223,2120,9600
1115450240,2160,0,1992,0,98001,47.3341,-122.255,2280,9937
6073240060,2270,1010,1986,0,98056,47.5399,-122.181,2320,11004
9297300045,1270,700,1929,0,98126,47.5717,-122.375,2390,4166
9510920070,3360,0,1994,0,98075,47.5951,-122.017,3150,11374
5468730030,1320,0,1993,0,98042,47.3536,-122.144,1740,7316
8079030390,2650,0,1990,0,98059,47.5084,-122.154,2400,7220
600000152,1330,700,1963,0,98108,47.5586,-122.311,2140,5592
1840000030,1090,500,1957,0,98188,47.4427,-122.274,1630,9052
3225069065,2600,1950,2002,0,98074,47.6053,-122.077,4550,19508
3260800030,2440,0,1998,0,98003,47.3494,-122.301,2510,7903
2747100024,970,970,1948,0,98117,47.6933,-122.393,2190,7310
5104530560,2040,0,2006,0,98038,47.3537,-122,2370,4590
4330600350,1120,1080,1964,0,98166,47.476,-122.337,1460,10139
5016001535,960,960,1913,0,98112,47.6239,-122.298,1740,4000
7280300196,1400,400,1965,0,98177,47.7776,-122.384,1800,8275
8651520400,2180,0,1984,0,98074,47.6459,-122.058,2250,9781
7171200445,1010,0,1908,0,98105,47.6692,-122.297,1460,5000
3204800200,2220,1100,1960,0,98056,47.5376,-122.18,2720,8330
3416600800,1980,390,1928,0,98144,47.601,-122.294,2440,5750
7994700030,1660,0,1915,0,98065,47.529,-121.837,1660,78408
1860600135,3370,280,1921,0,98119,47.6345,-122.367,2880,5400
4139480200,2690,1600,1997,0,98006,47.5503,-122.102,3860,11244
4139480200,2690,1600,1997,0,98006,47.5503,-122.102,3860,11244
1328320800,1350,600,1979,0,98058,47.4441,-122.125,2150,7350
7771300125,1720,870,1948,0,98133,47.7357,-122.333,1570,8162
3422059208,1930,0,1988,0,98042,47.346,-122.157,2350,57500
9521101455,1170,300,1916,0,98103,47.6638,-122.345,1570,3864
4337000335,800,0,1943,0,98166,47.48,-122.336,1310,8775
325059286,3150,0,2013,0,98052,47.6759,-122.151,1560,8384
2597650240,2030,0,1984,0,98027,47.5162,-122.057,2660,17958
3353400435,1450,0,2003,0,98001,47.2639,-122.252,1520,9518
7972000240,1510,0,1969,0,98023,47.2929,-122.371,1510,9753
7520000520,960,280,1922,1984,98146,47.4957,-122.352,1820,7460
7520000520,960,280,1922,1984,98146,47.4957,-122.352,1820,7460
3530210260,3030,0,1987,0,98077,47.7721,-122.093,3080,35781
1959700550,2050,0,1922,0,98102,47.644,-122.319,2320,5500
1665400045,1000,0,1952,0,98166,47.472,-122.344,1150,7600
9542850320,1590,780,1977,0,98005,47.592,-122.166,2500,10004
3179100060,1890,910,1951,2002,98105,47.669,-122.275,2370,6120
2946001550,2240,0,1955,0,98198,47.42,-122.323,1590,7955
8078490390,1810,0,1991,0,98022,47.1913,-122.012,1910,10450
9550201550,1070,0,1924,0,98103,47.6666,-122.331,1710,5000
191100045,2490,0,1968,0,98040,47.5639,-122.217,2770,9525
5009600070,1960,0,2003,0,98038,47.3483,-122.052,1800,5894
200350070,1860,1070,2004,0,98072,47.7648,-122.164,2580,11045
2877103726,1510,0,1911,0,98103,47.6794,-122.357,1820,3750
405100295,1420,0,1954,0,98133,47.7535,-122.354,1740,8000
4268200055,1740,0,1954,0,98178,47.4945,-122.22,880,78408
3126069068,2560,0,1962,0,98052,47.6945,-122.093,2560,14764
1115300070,2420,620,2010,0,98059,47.5222,-122.157,3470,8066
6414100671,1300,1200,1957,0,98125,47.7222,-122.32,1580,8691
7004200060,1275,0,1991,0,98070,47.3796,-122.49,1660,20000
7852110140,2580,0,2002,0,98065,47.5374,-121.875,2380,5823
3969300030,1000,0,1943,0,98178,47.4897,-122.24,1020,7138
3969300030,1000,0,1943,0,98178,47.4897,-122.24,1020,7138
4048400070,1070,0,1930,0,98059,47.4716,-122.078,1360,32156
808000070,1390,0,1987,0,98030,47.3581,-122.173,1720,12080
7374200030,1250,1250,1973,0,98155,47.7713,-122.307,2040,8646
7325600160,560,0,1967,0,98014,47.675,-121.854,1300,19207
2757000030,2270,0,1965,0,98040,47.5603,-122.222,2610,10180
616000140,1300,600,1954,0,98166,47.4147,-122.337,1940,14400
3363900111,790,200,1907,0,98103,47.68,-122.353,1930,3120
9262800171,1050,500,1969,0,98001,47.3117,-122.27,1640,22654
6607000126,1100,1100,1955,0,98118,47.543,-122.28,1600,5766
5416510830,1910,0,2005,0,98038,47.3607,-122.034,2010,5091
2201500030,1750,0,1954,0,98006,47.5759,-122.137,1750,10530
325059171,1330,0,1928,1954,98033,47.6891,-122.159,1340,17689
952003285,1980,460,2000,0,98116,47.565,-122.381,1520,5750
3211290370,1640,0,1992,0,98053,47.6359,-121.974,1580,28399
1072010350,2760,0,1978,0,98059,47.4769,-122.141,2470,11340
8856950070,1820,0,1994,0,98038,47.3845,-122.029,1820,8168
925059078,1340,770,2013,0,98033,47.6743,-122.184,2040,9363
7855801090,1640,1400,1966,0,98006,47.5651,-122.164,2920,8800
723099065,1840,0,1994,0,98045,47.4853,-121.709,1380,44049
6116500075,2990,0,2002,0,98166,47.4508,-122.359,2140,17449
1118500030,3520,0,1991,0,98074,47.6375,-122.016,3400,21455
424069250,1910,530,1989,0,98075,47.5944,-122.042,2770,24361
3291800710,1370,720,1986,0,98056,47.4888,-122.182,1810,7650
6838700060,1430,0,1993,0,98056,47.5112,-122.19,1430,7220
2231500030,1100,1080,1954,0,98133,47.7711,-122.341,1810,6929
2231500030,1100,1080,1954,0,98133,47.7711,-122.341,1810,6929
7683900200,3450,0,2004,0,98023,47.2813,-122.345,2860,9721
8155830060,1450,0,1994,0,98056,47.5038,-122.189,1650,7625
98020310,3230,0,2004,0,98075,47.5823,-121.97,3480,7447
9423400140,1110,530,1940,0,98125,47.7164,-122.304,1770,12600
1545804860,1060,530,1997,0,98038,47.3624,-122.045,1680,7500
2883200160,2020,0,1960,0,98115,47.6831,-122.329,1910,3120
7132300695,1300,0,1904,2014,98144,47.592,-122.307,1590,2577
1726059053,1380,0,1954,0,98011,47.7461,-122.195,3130,19868
624111000,3030,1010,1986,0,98077,47.7268,-122.06,3360,14142
808300310,2130,0,2001,0,98019,47.7237,-121.959,2300,6930
8563040160,1580,970,1968,0,98052,47.6283,-122.095,2420,8050
713500030,3480,1320,1998,0,98006,47.5543,-122.148,4050,19009
8651600160,2510,0,1969,0,98040,47.5483,-122.226,2450,9691
9517200030,1410,0,1983,0,98072,47.7591,-122.146,1410,9600
2460700700,1160,490,1979,0,98058,47.4612,-122.169,1710,7350
1223039290,2120,0,1993,0,98146,47.4987,-122.365,1880,12000
2890100060,1380,660,1954,0,98177,47.772,-122.358,1610,10020
7972600860,1550,0,1957,0,98106,47.5287,-122.35,1450,7620
8857320070,1980,0,1979,0,98008,47.6109,-122.114,1950,2856
4047200695,1600,0,2005,0,98019,47.7736,-121.901,1790,27743
1653500070,3300,0,1953,0,98004,47.6294,-122.218,3180,12239
1923000030,3840,0,1983,0,98040,47.5634,-122.213,3600,16553
3649100320,1220,0,1950,0,98028,47.7405,-122.241,2000,9600
7375300160,1500,1220,1958,0,98008,47.5976,-122.118,2110,8800
5175800060,1940,0,1962,0,98006,47.5722,-122.129,2000,10071
1604601375,1260,900,1909,2011,98118,47.5644,-122.289,1060,3500
2473251090,1530,0,1968,0,98058,47.4556,-122.157,1390,8750
9126100861,1290,420,2008,0,98122,47.6055,-122.305,1630,1543
3420069065,2150,1580,1974,0,98022,47.1775,-122.022,1880,16963
6021501685,940,0,1937,0,98117,47.6879,-122.385,1560,4500
1151100070,1750,0,1994,0,98045,47.4807,-121.779,2430,22357
8856950240,1820,0,1994,0,98038,47.3845,-122.032,1820,7107
9385200055,1330,180,2001,0,98116,47.5815,-122.402,1510,1352
7821200390,1290,0,2001,0,98103,47.6609,-122.344,1290,3235
8078520310,1570,0,1998,0,98092,47.3163,-122.188,1570,5250
1565950030,1930,0,1995,0,98055,47.4309,-122.191,2090,6996
1560930070,2840,0,1986,0,98038,47.401,-122.026,3180,36852
